poi_id,name,province,city,district,address,official_category,source_official,source_blog,content_type,exploration_level,social_density,structure_level,needs_manual_check
629,北川公寓(拉摩斯公寓),上海市,上海市,虹口区,四川北路2079-2099号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
630,复兴初级中学(西童公学),上海市,上海市,虹口区,四川北路2066号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
631,上海青岛啤酒华东（控股）有限公司(樱苑别墅),上海市,上海市,虹口区,四川北路2365号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
632,海军411医院(白氏旧居),上海市,上海市,虹口区,多伦路210号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
633,恒丰里，新恒丰里,上海市,上海市,虹口区,山阴路69弄、85弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
634,东照里(日照里),上海市,上海市,虹口区,山阴路133弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
635,花园里,上海市,上海市,虹口区,山阴路145弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
636,亚细亚里,上海市,上海市,虹口区,黄渡路107弄、109号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
637,摩西会堂,上海市,上海市,虹口区,长阳路62号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
638,新华印刷厂及部队住宅,上海市,上海市,虹口区,榆林路43号、47号、59号、63号大宅,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
639,纺三小区,上海市,上海市,杨浦区,许昌路227弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
640,杨浦老年人医院9号楼(圣心教堂),上海市,上海市,杨浦区,杭州路349号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
641,上海怡达实业公司及住宅(日本同兴纱厂工房及老板住宅),上海市,上海市,杨浦区,平凉路1777弄51号、101-141（单）号、100-154（双）号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
642,杨树浦路3061弄(新式里弄),上海市,上海市,杨浦区,杨树浦路3061弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
643,上海理工大学建筑群(沪江大学历史建筑建筑群),上海市,上海市,杨浦区,军工路516号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
644,同济大学:文远楼(土木工程学院)，大礼堂，南北楼，图书馆裙房，校门(老)，西南一楼，机电厂，工程试验馆，羽毛球馆，“一·二九”大楼，测量馆(同济大学历史建筑建筑群),上海市,上海市,杨浦区,四平路1239号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
645,同济新村:教工俱乐部，村一楼、村二楼、村三楼、村四楼,上海市,上海市,杨浦区,彰武路45弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
646,复旦大学:相辉堂，数学楼，经济学院，校门(复旦大学历史建筑建筑群),上海市,上海市,杨浦区,邯郸路220号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
647,毓秀楼,上海市,上海市,杨浦区,武东路100号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
648,肺科医院(白楼)(叶家花园/澄衷医院),上海市,上海市,杨浦区,政民路507号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
649,长海医院飞机楼(中国航空协会飞机楼),上海市,上海市,杨浦区,长海路174号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
650,公安部八二二厂(国立音乐专科学校主楼及辅楼),上海市,上海市,杨浦区,民京路918号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
651,华园(盛世花园),上海市,上海市,长宁区,万航渡路540号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
652,上海五金交电仓库(厂房及仓库),上海市,上海市,长宁区,万航渡路1384弄12号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
653,武定公寓(开纳公寓),上海市,上海市,长宁区,武定西路1375号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
654,中一村,上海市,上海市,长宁区,江苏路46弄、54弄、62弄、70弄、78弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
655,住宅(上海海关税务司花园住宅),上海市,上海市,长宁区,江苏路162弄3号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
656,安定坊,上海市,上海市,长宁区,江苏路284弄3号、5号、7号、9号、10号、11号、12号、14号、15号、16号、17号、18号、19号、27号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
657,月村,上海市,上海市,长宁区,江苏路480弄54、56、58、60、62、66、68、72号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
658,忆定村,上海市,上海市,长宁区,江苏路495弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
659,华山医院(分部)1号楼(麦加利银行高级职员住宅/上海房地局职工医院),上海市,上海市,长宁区,江苏路796号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
660,渔光村,上海市,上海市,长宁区,镇宁路255弄、265弄、275弄、285弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
661,严家花园,上海市,上海市,长宁区,愚园路699号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
662,花园住宅,上海市,上海市,长宁区,愚园路749弄65号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
663,愚园新村,上海市,上海市,长宁区,愚园路750弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
664,上海西夏葡萄酒业有限公司(杨氏花园),上海市,上海市,长宁区,愚园路838弄7号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
665,长宁区教育学院1号楼(百老汇总会/花园住宅),上海市,上海市,长宁区,愚园路864号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
666,花园住宅群(英式花园住宅群),上海市,上海市,长宁区,愚园路865弄30、31、32、33、35号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
667,长宁区工商联(周氏花园住宅),上海市,上海市,长宁区,愚园路1015号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
668,岐山村,上海市,上海市,长宁区,愚园路1032弄（1018-1028号，1034-1046号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
669,宏业花园,上海市,上海市,长宁区,愚园路1076号，1086号，1088弄5-9号、101-147号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
670,桃源坊,上海市,上海市,长宁区,愚园路1292弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
671,长宁区政府5、6、7、8号楼(联安坊),上海市,上海市,长宁区,愚园路1352弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
672,中科院上海冶金研究所:杏佛楼，元培楼(中央研究院理工实验馆:实验大楼，元培楼),上海市,上海市,长宁区,长宁路865号（中山公园对面）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
673,东华大学长宁路分校(圣玛利亚女中),上海市,上海市,长宁区,长宁路1187号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
674,花园住宅,上海市,上海市,长宁区,利西路24弄5号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
675,花园住宅,上海市,上海市,长宁区,利西路30、32号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
676,福世花园,上海市,上海市,长宁区,安化路200弄7、8、9、10、11-12、14-15、16、17、18、19号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
677,住宅(郭氏花园住宅),上海市,上海市,长宁区,延安西路949弄25-47号（除37号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
678,住宅(大西别墅),上海市,上海市,长宁区,延安西路1453弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
679,汤山村,上海市,上海市,长宁区,武夷路466弄2-9号，武夷路458-460、470-472号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
680,范园,上海市,上海市,长宁区,华山路1220弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
681,外国弄堂,上海市,上海市,长宁区,番禺路55弄、75弄、95弄，平武路2号、8号、10号、14号、18号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
682,上海市旅游培训中心(邬达克住宅),上海市,上海市,长宁区,番禺路135号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
683,登云公寓(又斯登公寓),上海市,上海市,长宁区,淮海中路2068号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
684,复旦中学:登辉堂及门楼/力学堂(李鸿章祠堂及门楼/复旦公学力学庐),上海市,上海市,长宁区,华山路1626号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
685,外国弄堂,上海市,上海市,长宁区,新华路329弄28号、30号，新华路321号，新华路211弄1号、10号、12号、14号、16号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
686,上海血液中心(虹桥疗养院),上海市,上海市,长宁区,伊犁路2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
687,白宫俱乐部,上海市,上海市,长宁区,虹桥路1390号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
688,花园住宅(宋氏花园住宅),上海市,上海市,长宁区,虹桥路1430号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
689,申康宾馆(陈氏花园住宅/上海血吸虫病院/上海寄生虫病院/上海第二结核病防治院),上海市,上海市,长宁区,虹桥路1440号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
690,花园住宅,上海市,上海市,长宁区,虹桥路1518号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
691,上海盲童学校,上海市,上海市,长宁区,虹桥路1850号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
692,worldlink诊所/辉煌KTV(孔氏别墅),上海市,上海市,长宁区,虹桥路2258号、2260号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
693,住宅,上海市,上海市,长宁区,虹桥路2374号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
694,龙柏饭店:2号楼/长江商学院，3号楼(泰晤士报社别墅，美丰银行别墅),上海市,上海市,长宁区,虹桥路2419号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
695,空军医院:A楼/体检楼，B楼(花园住宅，教堂),上海市,上海市,长宁区,哈密路1713号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
696,空管局退休干部活动中心,上海市,上海市,长宁区,空港六路1号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
697,市舞蹈学校芭蕾舞团行政楼，上海歌舞团行政楼，上海歌舞团3号楼；市舞蹈学校5号楼，4号楼，3号楼(花园住宅群),上海市,上海市,长宁区,虹桥路1650号，1590号，1648号；1652号，虹桥路1674号4号楼、3号楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
698,曹杨一村,上海市,上海市,普陀区,曹杨一村（枫桥路、梅岭北路、棠浦路、花溪路、兰溪路）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
699,澳门小区,上海市,上海市,普陀区,澳门路660弄1-15号，17-25号，27-37号，41-51号，229-239号，251-261号，267-277号，291-301号，307-317号，381-391号，397-407号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
700,新康大楼,上海市,上海市,黄浦区,江西中路260号，九江路151号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
701,外马路348号,上海市,上海市,黄浦区,外马路348号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
702,四川中路420号，滇池路119号,上海市,上海市,黄浦区,四川中路420号，滇池路119号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
703,珠江大楼（道达大楼）,上海市,上海市,黄浦区,江西中路320号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
704,华德大楼（公和洋行大楼）,上海市,上海市,黄浦区,四川中路650号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
705,礼和大楼,上海市,上海市,黄浦区,四川中路670号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
706,锦江之星（海青大楼/美国陆海军青年会）,上海市,上海市,黄浦区,四川中路630号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
707,四川中路620号,上海市,上海市,黄浦区,四川中路620号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
708,北京公寓,上海市,上海市,黄浦区,北京东路163号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
709,四川中路528号,上海市,上海市,黄浦区,四川中路528号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
710,南昌路107号,上海市,上海市,黄浦区,南昌路107号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
711,思南路36号,上海市,上海市,黄浦区,思南路36号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
712,皋兰路12号,上海市,上海市,黄浦区,皋兰路12号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
713,光远坊,上海市,上海市,黄浦区,北京西路256号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
714,中山小区（复昌仓库、卓成洋行栈房）,上海市,上海市,黄浦区,广东路131弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
715,泗泾路28号,上海市,上海市,黄浦区,泗泾路28号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
716,聚兴诚银行大楼,上海市,上海市,黄浦区,江西中路250号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
717,延安东路134-150号楼（上海纱业银行大楼）,上海市,上海市,黄浦区,延安东路134-150号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
718,五洲大楼,上海市,上海市,黄浦区,河南中路220号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
719,马立斯新村,上海市,上海市,黄浦区,武胜路429号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
720,都城饭店（东楼）,上海市,上海市,黄浦区,福州路106号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
721,浙江实业银行大楼,上海市,上海市,黄浦区,福州路107号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
722,广东银行,上海市,上海市,黄浦区,宁波路52号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
723,英商上海电车公司大楼,上海市,上海市,黄浦区,南苏州路185号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
724,中实大楼（上海中国实业银行总部大楼）,上海市,上海市,黄浦区,北京东路130号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
725,新天安堂等（原教会公寓）,上海市,上海市,黄浦区,南苏州路79号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
726,皋兰路28号,上海市,上海市,黄浦区,皋兰路28号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
727,中央商场,上海市,上海市,黄浦区,四川中路355号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
728,美伦大楼（东楼）,上海市,上海市,黄浦区,南京东路151号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
729,美伦大楼（西楼）,上海市,上海市,黄浦区,南京东路161号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
730,大生公司大楼,上海市,上海市,黄浦区,九江路230号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
731,公益新天地及民政博物馆（新普育堂）,上海市,上海市,黄浦区,普育西路105号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
732,凤阳路338弄,上海市,上海市,黄浦区,凤阳路338弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
733,华侨大楼,上海市,上海市,黄浦区,九江路120号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
734,福州路37号,上海市,上海市,黄浦区,福州路37号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
735,中国建设银行（中孚银行大楼）,上海市,上海市,黄浦区,滇池路103号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
736,中新公司大楼（原荣氏家族三新公司总部大楼）,上海市,上海市,黄浦区,江西中路421号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
737,四川中路200号（另有路牌：福州路60、70号）（德国邮局）,上海市,上海市,黄浦区,四川中路200号（福州路60、70号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
738,四川中路330号（Bank of Chosen/上海市直接税局）,上海市,上海市,黄浦区,四川中路330号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
739,南京东路257号（老介福绸缎局）,上海市,上海市,黄浦区,南京东路257号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
740,惠罗公司大楼,上海市,上海市,黄浦区,南京东路100号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
741,华懋和平大厦（公平大楼）,上海市,上海市,黄浦区,滇池路105号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
742,凯恩宾馆（SHELL汽车公司、美灵登有限公司、永实业有限公司）,上海市,上海市,黄浦区,香港路117号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
743,圆明园公寓（谦信洋行、汉成洋行、亚洲花边厂等）,上海市,上海市,黄浦区,圆明园路115号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
744,协进大楼（基督教协进会大楼）,上海市,上海市,黄浦区,圆明园路169号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
745,上海卧室用品有限公司（泰昌木器公司）,上海市,上海市,黄浦区,南京东路740号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
746,锦江之星酒店（大方饭店）,上海市,上海市,黄浦区,福建南路33号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
747,外文书店（世界书局）,上海市,上海市,黄浦区,福州路390号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
748,南苏州路991号仓库（章华毛绒纺织公司上海货栈、中国垦业银行仓库）,上海市,上海市,黄浦区,南苏州路991号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
749,南苏州路955号仓库（章华毛绒纺织公司上海货栈、中国垦业银行仓库）,上海市,上海市,黄浦区,南苏州路955号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
750,绍兴路25号,上海市,上海市,黄浦区,绍兴路25号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
751,陕西南路191-197号（卢湾市容管理局瑞金二路街道管理所）,上海市,上海市,黄浦区,陕西南路191-197号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
752,绍兴路1号，3号；瑞金二路158号，148号，146号,上海市,上海市,黄浦区,绍兴路1号，3号；瑞金二路158号，148号，146号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
753,复兴中路599号,上海市,上海市,黄浦区,复兴中路599号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
754,复兴中路563号,上海市,上海市,黄浦区,复兴中路563号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
755,合肥路592弄,上海市,上海市,黄浦区,合肥路592弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
756,巨鹿路314号,上海市,上海市,黄浦区,巨鹿路314号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
757,长乐路272弄14号,上海市,上海市,黄浦区,长乐路272弄14号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
758,思南路48号,上海市,上海市,黄浦区,思南路48号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
759,西爱村，恒爱里,上海市,上海市,黄浦区,永嘉路19号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
760,花园坊,上海市,上海市,黄浦区,瑞金二路129号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
761,绍兴路36弄,上海市,上海市,黄浦区,绍兴路36弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
762,永嘉路17号,上海市,上海市,黄浦区,永嘉路17号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
763,永嘉路39弄,上海市,上海市,黄浦区,永嘉路39弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
764,建国西路146号,上海市,上海市,黄浦区,建国西路146号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
765,松韵别墅（群贤小学）,上海市,上海市,黄浦区,复兴路498弄1-8、10、11号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
766,永嘉路37号,上海市,上海市,黄浦区,永嘉路37号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
767,南昌路212、244弄小区（环龙别业、环龙里）,上海市,上海市,黄浦区,南昌路212、244弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
768,银行博物馆（上海律师公会会所）,上海市,上海市,黄浦区,复兴中路301号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
769,向明初级中学（上海儿科疗养院）,上海市,上海市,黄浦区,巨鹿路334号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
770,重庆南路139号（首善堂）,上海市,上海市,黄浦区,重庆南路139号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
771,中国疾病预防控制中心寄生虫病预防控制所（公董局公共卫生救济处医学化验所）,上海市,上海市,黄浦区,瑞金二路207号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
772,上海小楼/滇池小区（上海银行）,上海市,上海市,黄浦区,江西中路372-390号，北京东路205-217号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
773,江西中路441-445号,上海市,上海市,黄浦区,江西中路441-445号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
774,海青大楼（美国陆海军青年会）,上海市,上海市,黄浦区,香港路85号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
775,北京东路131号,上海市,上海市,黄浦区,北京东路131号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
776,上海市公安局黄浦分局（上海法租界麦兰捕房、上海市警察局黄浦分局）,上海市,上海市,黄浦区,金陵东路174号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
777,自忠路414-454号,上海市,上海市,黄浦区,自忠路414-454号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
778,复兴中路492号,上海市,上海市,黄浦区,复兴中路492号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
779,香山路9号,上海市,上海市,黄浦区,香山路9号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
780,南苏河创意园区（天祥实业股份有限公司、上海顾天盛花厂）,上海市,上海市,黄浦区,南苏州路1295号-1305号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
781,上海当代艺术博物馆（南市发电厂）,上海市,上海市,黄浦区,花园港路200号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
782,凤阳路450号（白克路）,上海市,上海市,黄浦区,凤阳路450号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
783,步高里,上海市,上海市,黄浦区,陕西南路287号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
784,瑞金宾馆1号楼（瑞金二路住宅）,上海市,上海市,黄浦区,瑞金二路18号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
785,尚贤坊,上海市,上海市,黄浦区,淮海中路50号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
786,锦江宾馆北楼（华懋公寓）,上海市,上海市,黄浦区,长乐路109号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
787,锦江宾馆中、西楼（峻岭公寓、茂名公寓）,上海市,上海市,黄浦区,茂名南路65-125号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
788,综合办公楼（法公董局）,上海市,上海市,黄浦区,淮海中路375号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
789,培文公寓,上海市,上海市,黄浦区,淮海中路449号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
790,永业大楼,上海市,上海市,黄浦区,淮海中路481号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
791,国泰电影院（国泰大戏院）,上海市,上海市,黄浦区,淮海中路870号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
